"name","acronym","type","c_ttl_avl_use_amt","crnt_yr_used_amt","c_ttl_avl_use_amt","crnt_yr_used_amt","c_ttl_avl_use_amt","crnt_yr_used_amt",,,,,,
"TC","Contribution","Contribution","Regional and Remote Rail Services Class Contribution Program","Programme de contribution aux services ferroviaires voyageurs dans les régions et les localités éloignées",0,0,0,0,0,0,0,0,0,0
"TC","Contribution","Contribution","*Road safety transfer payment program","*Programme de paiements de transfert pour la sécurité routière",0,0,0,0,0,0,0,0,4442681,4442284
"TC","Contribution","Contribution","Security and prosperity partnership of North America","Partenariat nord-américain pour la sécurité et la prospérité",2727900,0,2727900,0,4607000,1134134,2617000,672291,2073728,1151064
"TC","Contribution","Contribution","(S) Northumberland strait crossing subsidy payment under the Northumberland Strait Crossing Act","(S) Paiement de subvention pour l'ouvrage de franchissement du détroit de Northumberland selon la Loi sur l'ouvrage de franchissement du détroit de Northumberland",56668074,56668074,56668074,56668074,57721021,57721021,59075229,59075229,60529578,60529578
"TC","Contribution","Contribution","(S) Payments to the Canadian National Railway Company in respect of the termination of the collection of tolls on the Victoria Bridge, Montreal and for rehabilitation work on the roadway portion of the bridge","(S) Versements à la Compagnie des chemins de fer nationaux du Canada à l'égard de l'abolition des péages sur le pont Victoria à Montréal et pour la réfection de la voie de circulation du pont",3300000,3300000,3300000,3300000,2041239,2041239,2584026,2584026,2279260,2279260
"TC","Contribution","Contribution","St-Lawrence Seaway Management Corporation joint observational study on the effects of ice-breaking in the St-Lawrence Seaway","Étude conjointe d'observation avec la Corporation de gestion de la Voie maritime du Saint-Laurent sur les effets du déglaçage dans la Voie maritime du Saint-Laurent",51000,39056,51000,39056,0,0,0,0,0,0
"TC","Contribution","Contribution","Strategic Highway Infrastructure Program: Intelligent Transportation System","Programme stratégique d'infrastructures routières : Système de transport intelligent",4418252,3046469,4418252,3046469,637650,131327,2490838,1109097,0,0
"TC","Contribution","Contribution","Transportation Association of Canada","Association des transports du Canada",603994,433559,603994,433559,1108529,976666,710894,538224,396339,246339
"VAC","Grant","Subvention","Assistance in accordance with the provisions of the Assistance Fund regulations","Aide accordée en conformité avec les dispositions du règlement sur le Fonds de secours",1750000,645431,1750000,645431,762222,546868,670000,454587,540000,365831
"VAC","Grant","Subvention","Assistance to Canadian veterans - Overseas district","Aide aux anciens combattants canadiens - District d'outre-mer",700000,247265,700000,247265,400000,206611,250000,178438,250000,156406
"VAC","Grant","Subvention","Canadian Forces income support allowance","Allocation de soutien du revenu des Forces canadiennes",2100000,14868,2100000,14868,100000,13679,200000,82691,200400,164164
"VAC","Grant","Subvention","Canadian Veterans Association of the United Kingdom","Association canadienne des anciens combattants du Royaume-Uni",5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
"VAC","Grant","Subvention","Career transition services","Services de transition de carrière",0,0,0,0,0,0,0,0,138800,0
"VAC","Grant","Subvention","Children of deceased veterans education assistance","Aide en matière d'éducation aux enfants des anciens combattants décédés",500000,342105,500000,342105,500000,395489,500000,423922,500000,433045
"VAC","Grant","Subvention","Commonwealth War Graves Commission","Commission des sépultures de guerre du Commonwealth",9648000,9337229,9648000,9337229,9948000,8668910,10248000,9119257,10248000,9391002
"VAC","Contribution","Contribution","Contributions for the Community War Memorial Program to support the building of new, or major additions to existing cenotaphs and monuments","Contributions pour le Programme d'aide à l'édification de monuments commémoratifs dans 
les collectivités afin d'appuyer la construction de nouveaux cénotaphes et monuments ou d'apporter des ajouts importants aux cénotaphes et monuments existants",0,0,0,0,0,0,0,0,1500000,753989
"VAC","Contribution","Contribution","Contributions to veterans, under the Veterans independence program, to assist in defraying costs of extended health care not covered by provincial health programs","Contributions accordées aux anciens combattants, en vertu du Programme pour l'autonomie des anciens combattants, afin de les aider à payer les coûts des services complémentaires de santé non couverts par les programmes de soins médicaux provinciaux",369800000,337979883,369800000,337979883,354354951,354354950,360800000,356810777,358390000,351698406
"VAC","Contribution","Contribution","Contributions under the community war memorial program, to partner with non-profit groups and organizations to assist with building new cenotaphs/monuments or major additions to existing cenotaphs/monuments","Contributions en vertu du Programme d'aide à l'édification de monuments commémoratifs dans les collectivités pour s'associer en partenariat avec des groupes et des organismes sans but lucratif pour ériger de nouveaux cénotaphes ou des monuments ou construire des ajouts majeurs à ceux qui existent",0,0,0,0,100304,100304,1250000,539556,0,0
"VAC","Contribution","Contribution","Contributions under the Partnerships contribution program, to organizations, institutions and other levels of government, in support of projects related to the health and well-being of the veteran population, and commemoration  activities and events","Contributions, en vertu du Programme des contributions aux partenaires, aux organisations, institutions et autres ordres de gouvernement, à l'appui des projets afférents à la santé et au mieux-être des anciens combattants, et des activités et événements commémoratifs",2285000,1846205,2285000,1846205,2159696,1792119,2385000,2165741,2310000,2136169
"VAC","Grant","Subvention","Disability awards and allowances","Indemnités et allocations d'invalidité",299000000,298989160,299000000,298989160,404244538,404244538,439439000,359562787,489480000,427619067
"VAC","Grant","Subvention","Earnings loss and supplementary retirement benefit","Allocation pour perte de revenus et prestation de retraite supplémentaire",31400000,28321848,31400000,28321848,40245289,40245288,68098000,65046401,106744000,105164128
"VAC","Grant","Subvention","Housekeeping and grounds maintenance","Entretien ménager et entretien du terrain",0,0,0,0,0,0,0,0,36328000,28429022
"VAC","Grant","Subvention","Last Post Fund","Fonds du Souvenir",15099000,9860000,15099000,9860000,14979000,9280000,10979000,10135000,10979000,7949251
"VAC","Grant","Subvention","Payments of gallantry awards","Paiements de prestations pour bravoure",71000,23386,71000,23386,71000,20320,71000,17780,50000,15490
"VAC","Grant","Subvention","Payments under the Flying Accidents Compensation regulations","Paiements effectués en vertu du règlement sur l'Indemnisation en cas d'accidents d'aviation",750000,650024,750000,650024,750000,656012,750000,703861,800000,731191
"VAC","Grant","Subvention","Pensions for disability and death, including pensions granted under the authority of the Civilian Government Employees (War) Compensation Order, PC45/8848 of November 22, 1944, which shall be subject to the Pension Act; for compensation for former prisoners of war under the Pension Act, and Newfoundland special awards","Pensions d'invalidité et de décès, y compris les pensions accordées en vertu de l'ordonnance sur l'indemnisation des employés civils (Guerre) de l'État, CP 45/8848 du 22 novembre 1944, qui sont régies par les dispositions de la Loi sur les pensions; indemnisation pour les anciens prisonniers de guerre en vertu de la Loi sur les pensions; et allocations spéciales dans le cas de Terre-Neuve",1743600000,1730559055,1743600000,1730559055,1713600000,1713588264,1716000000,1695057510,1675990000,1633836047
"VAC","Grant","Subvention","(S) Re-establishment credits under section 8 of the War Service Grants Act","(S) Crédits de réadaptation en vertu de l'article 8 de la Loi sur les indemnités de service de guerre",0,0,0,0,0,0,0,0,0,0
"VAC","Grant","Subvention","(S) Repayments under section 15 of the War Service Grants Act of compensating adjustments made in accordance with the terms of the Veterans' Land Act","(S) Remboursements, en vertu de l'article 15 de la Loi sur les indemnités de service de guerre, de redressements de compensation effectués en conformité avec la Loi sur les terres destinées aux anciens combattants",0,0,0,0,0,0,0,0,0,0
"VAC","Grant","Subvention","(S) Returned soldiers insurance actuarial liability adjustment","(S) Rajustement des engagements actuariels de l'assurance des soldats de retour au pays",1291,1291,1291,1291,1302,1302,0,0,1925,1925
"VAC","Grant","Subvention","(S) Veterans insurance actuarial liability adjustment","(S) Rajustement des engagements actuariels de l'assurance des anciens combattants",135244,135244,135244,135244,62699,62699,17137,17137,0,0
"VAC","Grant","Subvention","Treatment allowances","Allocation de traitement",1415000,852818,1415000,852818,915000,832946,1415000,614648,840000,580056
"VAC","Grant","Subvention","United Nations Memorial Cemetery in Korea","Cimetière commémoratif des Nations Unies en Corée",70000,9500,70000,9500,70000,0,70000,30120,70000,16906
"VAC","Grant","Subvention","War veterans allowances and civilian war allowances","Allocations aux anciens combattants et allocations de guerre pour les civils",15400000,12755564,15400000,12755564,11500000,11453737,11800000,10708782,10147000,9482240
